latitude,longitude,chi,elevation,flow distance,drainage area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
25.3314083,92.1169009,5.2395,650,44248,3.0897e+08,156.93,-172.69,0,0,649.53,23
25.3314113,92.1173977,5.232,647,44198,3.0918e+08,156.93,-172.69,0,0,648.34,23
25.3314143,92.1178945,5.2244,646.03,44148,3.0922e+08,156.93,-172.69,0,0,647.15,23
25.3314173,92.1183912,5.2169,646.03,44098,3.0922e+08,156.93,-172.69,0,0,645.97,23
25.3309688,92.1188913,5.2062,646.02,44028,3.1421e+08,156.93,-172.69,0,0,644.29,23
25.3305173,92.1188945,5.1987,646.02,43978,3.1422e+08,156.93,-172.69,0,0,643.11,23
25.3300628,92.118401,5.1881,646.01,43907,3.1426e+08,156.93,-172.69,0,0,641.45,23
25.3296084,92.1179075,5.1775,646.01,43836,3.1428e+08,156.93,-172.69,0,0,639.78,23
25.3291539,92.1174141,5.1668,646.01,43765,3.143e+08,156.93,-172.69,0,0,638.12,23
25.3286995,92.1169206,5.1562,646,43695,3.1434e+08,156.93,-172.69,0,0,636.45,23
25.328245,92.1164271,5.1456,646,43624,3.1435e+08,156.93,-172.69,0,0,634.79,23
25.3277935,92.1164304,5.1381,637,43574,3.1436e+08,156.93,-172.69,0,0,633.61,23
25.3273391,92.1159369,5.1275,629,43503,3.1442e+08,156.93,-172.69,0,0,631.95,23
25.3268876,92.1159402,5.12,624,43453,3.147e+08,156.93,-172.69,0,0,630.77,23
25.3264361,92.1159434,5.1125,622.03,43403,3.1472e+08,156.93,-172.69,0,0,629.59,23
25.3259876,92.1164435,5.1019,622.02,43333,3.1477e+08,147.05,-124.82,0,0,625.44,24
25.3255331,92.11595,5.0913,622.02,43262,3.148e+08,147.05,-124.82,0,0,623.88,24
25.3250846,92.11645,5.0807,622.02,43191,3.1482e+08,147.05,-124.82,0,0,622.32,24
25.3246332,92.1164533,5.0732,622.01,43141,3.1579e+08,147.05,-124.82,0,0,621.22,24
25.3241787,92.1159598,5.0626,622.01,43070,3.1584e+08,147.05,-124.82,0,0,619.66,24
25.3237242,92.1154664,5.052,622.01,43000,3.159e+08,147.05,-124.82,0,0,618.1,24
25.3237212,92.1149696,5.0446,622,42950,3.159e+08,147.05,-124.82,0,0,617,24
25.3232668,92.1144762,5.034,615,42879,3.1592e+08,147.05,-124.82,0,0,615.44,24
25.3232638,92.1139794,5.0265,614,42829,3.1594e+08,147.05,-124.82,0,0,614.34,24
25.3228093,92.113486,5.0159,614,42758,3.317e+08,147.05,-124.82,0,0,612.79,24
25.3223578,92.1134893,5.0086,610,42708,3.3174e+08,147.05,-124.82,0,0,611.71,24
25.3219094,92.1139893,4.9982,607,42638,3.3176e+08,147.05,-124.82,0,0,610.19,24
25.3214579,92.1139926,4.9909,594,42588,3.3178e+08,109.27,48.389,0,0,593.75,25
25.3210064,92.1139959,4.9836,589.03,42538,3.32e+08,109.27,48.389,0,0,592.95,25
25.3205549,92.1139991,4.9763,589.03,42488,3.3201e+08,109.27,48.389,0,0,592.15,25
25.3201064,92.1144992,4.9659,589.03,42417,3.3208e+08,109.27,48.389,0,0,591.02,25
25.3196579,92.1149992,4.9556,589.02,42346,3.3215e+08,109.27,48.389,0,0,589.89,25
25.3192035,92.1145057,4.9452,589.02,42276,3.3222e+08,109.27,48.389,0,0,588.76,25
25.318755,92.1150057,4.9349,589.02,42205,3.3222e+08,109.27,48.389,0,0,587.63,25
25.3183065,92.1155057,4.9245,589.01,42134,3.3312e+08,109.27,48.389,0,0,586.5,25
25.317852,92.1150123,4.9142,589.01,42063,3.3318e+08,109.27,48.389,0,0,585.37,25
25.3174005,92.1150156,4.9069,589,42013,3.3318e+08,109.27,48.389,0,0,584.57,25
25.316949,92.1150188,4.8996,589,41963,3.3318e+08,109.27,48.389,0,0,583.77,25
25.3164976,92.1150221,4.8923,577.04,41913,3.3339e+08,109.27,48.389,0,0,582.97,25
25.3160461,92.1150254,4.885,577.04,41863,3.3344e+08,109.27,48.389,0,0,582.18,25
25.3155946,92.1150287,4.8777,577.03,41813,3.3347e+08,109.27,48.389,0,0,581.38,25
25.3151431,92.115032,4.8703,577.03,41763,3.3349e+08,109.27,48.389,0,0,580.58,25
25.3146916,92.1150353,4.863,577.02,41713,3.3353e+08,109.27,48.389,0,0,579.78,25
25.3142372,92.1145418,4.8527,577.02,41643,3.3384e+08,109.27,48.389,0,0,578.65,25
25.3137857,92.1145451,4.8454,577.01,41593,3.3386e+08,109.27,48.389,0,0,577.85,25
25.3133312,92.1140517,4.8351,577.01,41522,3.3388e+08,109.27,48.389,0,0,576.73,25
25.3128797,92.114055,4.8278,577,41472,3.3389e+08,109.27,48.389,0,0,575.93,25
25.3124253,92.1135616,4.8175,577,41401,3.3404e+08,109.27,48.389,0,0,574.8,25
25.3119738,92.1135649,4.8102,576.01,41351,3.3409e+08,109.27,48.389,0,0,574,25
25.3115253,92.1140648,4.7998,576,41281,3.3472e+08,109.27,48.389,0,0,572.88,25
25.3110708,92.1135714,4.7895,576,41210,3.3474e+08,109.27,48.389,0,0,571.75,25
25.3106164,92.113078,4.7792,574,41139,3.3477e+08,109.27,48.389,0,0,570.62,25
25.3101649,92.1130813,4.7719,566.01,41089,3.3482e+08,109.27,48.389,0,0,569.82,25
25.3097134,92.1130846,4.7646,566,41039,3.3485e+08,109.27,48.389,0,0,569.03,25
25.3092649,92.1135846,4.7543,566,40968,3.3491e+08,109.27,48.389,0,0,567.9,25
25.3088134,92.1135878,4.747,563,40918,3.3493e+08,109.27,48.389,0,0,567.1,25
25.3083589,92.1130945,4.7367,552,40848,3.3494e+08,114.1,2.7978,0,0,543.27,26
25.3079075,92.1130977,4.7294,542,40798,3.3496e+08,114.1,2.7978,0,0,542.43,26
25.307456,92.113101,4.7221,536.03,40748,3.3511e+08,114.1,2.7978,0,0,541.6,26
25.3070015,92.1126076,4.7118,536.02,40677,3.3563e+08,114.1,2.7978,0,0,540.43,26
25.306547,92.1121143,4.7015,536.02,40606,3.3578e+08,114.1,2.7978,0,0,539.25,26
25.3060926,92.1116209,4.6912,536.02,40536,3.3592e+08,114.1,2.7978,0,0,538.08,26
25.3056381,92.1111275,4.6809,536.01,40465,3.3814e+08,114.1,2.7978,0,0,536.9,26
25.3060866,92.1106275,4.6707,536.01,40394,3.3822e+08,114.1,2.7978,0,0,535.73,26
25.3056321,92.1101342,4.6604,536.01,40323,3.3907e+08,114.1,2.7978,0,0,534.56,26
25.3056291,92.1096375,4.6532,536,40273,3.3908e+08,114.1,2.7978,0,0,533.73,26
25.3051746,92.1091441,4.6429,533.01,40203,3.3915e+08,114.1,2.7978,0,0,532.56,26
25.3056231,92.1086442,4.6327,533,40132,3.3918e+08,114.1,2.7978,0,0,531.39,26
25.3051686,92.1081508,4.6224,533,40061,3.3931e+08,114.1,2.7978,0,0,530.22,26
25.3051656,92.1076541,4.6152,528.01,40011,3.3936e+08,114.1,2.7978,0,0,529.4,26
25.3051626,92.1071575,4.6079,528.01,39961,3.3945e+08,114.1,2.7978,0,0,528.57,26
25.3051596,92.1066608,4.6007,528,39911,3.3948e+08,114.1,2.7978,0,0,527.74,26
25.3051566,92.1061641,4.5934,525.02,39861,3.3955e+08,111.26,13.897,0,0,524.98,27
25.3051536,92.1056675,4.5862,525.02,39811,3.3958e+08,111.26,13.897,0,0,524.17,27
25.3051506,92.1051708,4.5789,525.01,39761,3.3958e+08,111.26,13.897,0,0,523.37,27
25.3051475,92.1046741,4.5717,525.01,39711,3.3963e+08,111.26,13.897,0,0,522.56,27
25.3046931,92.1041808,4.5614,525.01,39641,3.3981e+08,111.26,13.897,0,0,521.42,27
25.30469,92.1036841,4.5542,525,39591,3.3982e+08,111.26,13.897,0,0,520.61,27
25.304687,92.1031875,4.547,514,39541,3.3984e+08,111.26,13.897,0,0,519.81,27
25.304684,92.1026908,4.5397,510,39491,3.4055e+08,111.26,13.897,0,0,519,27
25.304681,92.1021941,4.5325,509.07,39441,3.4063e+08,111.26,13.897,0,0,518.2,27
25.3051294,92.1016941,4.5222,509.06,39370,3.4065e+08,111.26,13.897,0,0,517.06,27
25.3051264,92.1011975,4.515,509.06,39320,3.4066e+08,111.26,13.897,0,0,516.25,27
25.3055748,92.1006975,4.5048,509.05,39249,3.4068e+08,111.26,13.897,0,0,515.12,27
25.3060233,92.1001975,4.4945,509.05,39178,3.4072e+08,111.26,13.897,0,0,513.98,27
25.3064717,92.0996975,4.4843,509.05,39108,3.4079e+08,111.26,13.897,0,0,512.84,27
25.3069202,92.0991975,4.4741,509.04,39037,3.4083e+08,111.26,13.897,0,0,511.7,27
25.3073686,92.0986975,4.4639,509.04,38966,3.4084e+08,111.26,13.897,0,0,510.56,27
25.3078171,92.0981974,4.4536,509.04,38896,3.4085e+08,111.26,13.897,0,0,509.42,27
25.3082655,92.0976974,4.4434,509.03,38825,3.4123e+08,111.26,13.897,0,0,508.29,27
25.307811,92.0972041,4.4332,509.03,38754,3.4199e+08,111.26,13.897,0,0,507.15,27
25.3082594,92.0967041,4.423,509.02,38683,3.4203e+08,111.26,13.897,0,0,506.01,27
25.3087079,92.096204,4.4127,509.02,38613,3.4216e+08,111.26,13.897,0,0,504.88,27
25.3091563,92.095704,4.4025,509.02,38542,3.4223e+08,111.26,13.897,0,0,503.74,27
25.3096047,92.095204,4.3923,509.01,38471,3.4226e+08,111.26,13.897,0,0,502.6,27
25.3100532,92.0947039,4.3821,509.01,38401,3.4229e+08,111.26,13.897,0,0,501.47,27
25.3105016,92.0942039,4.3719,509.01,38330,3.4236e+08,111.26,13.897,0,0,500.33,27
25.31095,92.0937039,4.3617,509,38259,3.4245e+08,111.26,13.897,0,0,499.2,27
25.3114046,92.0941972,4.3515,509,38189,3.4246e+08,111.26,13.897,0,0,498.06,27
25.311856,92.0941938,4.3443,502,38139,3.4248e+08,111.26,13.897,0,0,497.26,27
25.3123075,92.0941905,4.3371,496,38089,3.425e+08,111.26,13.897,0,0,496.45,27
25.312759,92.0941871,4.3298,494.01,38039,3.4251e+08,111.26,13.897,0,0,495.65,27
25.3132135,92.0946805,4.3196,494.01,37968,3.4254e+08,111.26,13.897,0,0,494.52,27
25.313665,92.0946771,4.3124,494,37918,3.4255e+08,111.26,13.897,0,0,493.71,27
25.3141195,92.0951704,4.3022,473,37847,3.4257e+08,111.26,13.897,0,0,492.58,27
25.314571,92.0951671,4.295,455,37797,3.426e+08,56.342,202.49,0,0,444.48,28
25.3150194,92.094667,4.2848,444.02,37726,3.4348e+08,56.342,202.49,0,0,443.9,28
25.3154679,92.094167,4.2746,444.02,37656,3.4428e+08,56.342,202.49,0,0,443.33,28
25.3150133,92.0936736,4.2644,444.01,37585,3.443e+08,56.342,202.49,0,0,442.76,28
25.3145588,92.0931803,4.2542,444.01,37514,3.4431e+08,56.342,202.49,0,0,442.18,28
25.3150072,92.0926802,4.244,444.01,37444,3.4434e+08,56.342,202.49,0,0,441.61,28
25.3145527,92.0921869,4.2339,444,37373,3.4436e+08,56.342,202.49,0,0,441.03,28
25.3140981,92.0916935,4.2237,444,37302,3.4436e+08,56.342,202.49,0,0,440.46,28
25.3140951,92.0911968,4.2165,435.06,37252,3.4515e+08,56.342,202.49,0,0,440.05,28
25.314092,92.0907001,4.2093,435.06,37202,3.4516e+08,56.342,202.49,0,0,439.65,28
25.3136375,92.0902068,4.1991,435.06,37131,3.4525e+08,56.342,202.49,0,0,439.08,28
25.3136344,92.0897101,4.1919,435.05,37081,3.453e+08,56.342,202.49,0,0,438.67,28
25.3131799,92.0892168,4.1818,435.05,37011,3.4533e+08,56.342,202.49,0,0,438.1,28
25.3127253,92.0887235,4.1716,435.04,36940,3.4536e+08,56.342,202.49,0,0,437.53,28
25.3122708,92.0882302,4.1614,435.04,36869,3.4538e+08,56.342,202.49,0,0,436.95,28
25.3122677,92.0877335,4.1542,435.04,36819,3.4541e+08,56.342,202.49,0,0,436.55,28
25.3118131,92.0872402,4.1441,435.03,36749,3.4542e+08,56.342,202.49,0,0,435.97,28
25.3113586,92.0867469,4.1339,435.03,36678,3.4543e+08,56.342,202.49,0,0,435.4,28
25.310904,92.0862536,4.1237,435.02,36607,3.4559e+08,56.342,202.49,0,0,434.83,28
25.3104495,92.0857603,4.1136,435.02,36536,3.462e+08,56.342,202.49,0,0,434.26,28
25.3108979,92.0852602,4.1034,435.02,36466,3.4624e+08,56.342,202.49,0,0,433.68,28
25.3113463,92.0847601,4.0932,435.01,36395,3.4817e+08,56.342,202.49,0,0,433.11,28
25.3117947,92.08426,4.0831,435.01,36324,3.4819e+08,56.342,202.49,0,0,432.54,28
25.3122431,92.0837599,4.073,435.01,36254,3.4824e+08,600.78,-2013.6,0,0,433.36,29
25.3126914,92.0832598,4.0628,435,36183,3.4832e+08,600.78,-2013.6,0,0,427.27,29
25.3131398,92.0827598,4.0527,435,36112,3.4834e+08,600.78,-2013.6,0,0,421.18,29
25.3135913,92.0827564,4.0456,429,36062,3.4834e+08,600.78,-2013.6,0,0,416.88,29
25.3140428,92.082753,4.0384,412,36012,3.4837e+08,600.78,-2013.6,0,0,412.58,29
25.3144912,92.0822529,4.0283,389,35941,3.484e+08,600.78,-2013.6,0,0,406.49,29
25.3149396,92.0817527,4.0181,384.01,35871,3.4874e+08,600.78,-2013.6,0,0,400.41,29
25.3149365,92.081256,4.011,384.01,35821,3.4876e+08,600.78,-2013.6,0,0,396.11,29
25.3149334,92.0807593,4.0038,384,35771,3.4914e+08,600.78,-2013.6,0,0,391.81,29
25.3149303,92.0802626,3.9967,378.02,35721,3.4916e+08,600.78,-2013.6,0,0,387.51,29
25.3149272,92.0797659,3.9895,378.01,35671,3.4918e+08,600.78,-2013.6,0,0,383.21,29
25.3149241,92.0792692,3.9824,378.01,35621,3.4922e+08,600.78,-2013.6,0,0,378.91,29
25.314921,92.0787725,3.9752,378,35571,3.4928e+08,600.78,-2013.6,0,0,374.61,29
25.3149179,92.0782758,3.968,376.01,35521,3.4929e+08,600.78,-2013.6,0,0,370.31,29
25.3149147,92.0777791,3.9609,376,35471,3.4941e+08,600.78,-2013.6,0,0,366.02,29
25.3149116,92.0772824,3.9537,374,35421,3.4942e+08,600.78,-2013.6,0,0,361.72,29
25.3149085,92.0767857,3.9466,372.02,35371,3.4944e+08,262.93,-660.38,0,0,377.29,30
25.3153569,92.0762856,3.9365,372.01,35300,3.4962e+08,262.93,-660.38,0,0,374.63,30
25.3149023,92.0757923,3.9264,372.01,35229,3.4971e+08,262.93,-660.38,0,0,371.97,30
25.3148992,92.0752956,3.9192,372.01,35179,3.4976e+08,262.93,-660.38,0,0,370.09,30
25.3148961,92.0747989,3.9121,372,35129,3.4977e+08,262.93,-660.38,0,0,368.21,30
25.314893,92.0743022,3.9049,366,35079,3.4979e+08,262.93,-660.38,0,0,366.33,30
25.3148898,92.0738055,3.8978,363,35029,3.4998e+08,262.93,-660.38,0,0,364.45,30
25.3148867,92.0733088,3.8906,360,34979,3.5e+08,262.93,-660.38,0,0,362.57,30
25.3148836,92.0728121,3.8835,357.02,34929,3.5003e+08,262.93,-660.38,0,0,360.69,30
25.3153319,92.072312,3.8734,357.01,34859,3.5004e+08,262.93,-660.38,0,0,358.03,30
25.3157834,92.0723085,3.8662,357.01,34809,3.5102e+08,262.93,-660.38,0,0,356.15,30
25.3162318,92.0718084,3.8561,357,34738,3.5106e+08,262.93,-660.38,0,0,353.5,30
25.3166864,92.0723017,3.846,357,34667,3.5108e+08,262.93,-660.38,0,0,350.85,30
25.3171347,92.0718015,3.8359,351,34596,3.511e+08,262.93,-660.38,0,0,348.19,30
25.3175831,92.0713014,3.8258,342.01,34526,3.5114e+08,262.93,-660.38,0,0,345.54,30
25.3180345,92.0712979,3.8187,342,34476,3.5119e+08,262.93,-660.38,0,0,343.66,30
25.3184829,92.0707978,3.8086,328,34405,3.512e+08,115.67,-117.44,0,0,323.1,31
25.3189312,92.0702976,3.7985,319.01,34334,3.5131e+08,115.67,-117.44,0,0,321.93,31
25.3193796,92.0697974,3.7884,319.01,34264,3.572e+08,115.67,-117.44,0,0,320.76,31
25.318925,92.0693042,3.7784,319.01,34193,3.5721e+08,115.67,-117.44,0,0,319.6,31
25.3189218,92.0688074,3.7713,319,34143,3.5722e+08,115.67,-117.44,0,0,318.78,31
25.3193702,92.0683073,3.7613,319,34072,3.5725e+08,115.67,-117.44,0,0,317.63,31
25.3198185,92.0678071,3.7513,314.03,34001,3.5734e+08,115.67,-117.44,0,0,316.47,31
25.3198153,92.0673104,3.7442,314.02,33951,3.5751e+08,115.67,-117.44,0,0,315.65,31
25.3198122,92.0668137,3.7371,314.02,33901,3.5753e+08,115.67,-117.44,0,0,314.83,31
25.3198091,92.0663169,3.7301,314.01,33851,3.5759e+08,115.67,-117.44,0,0,314.01,31
25.3193544,92.0658237,3.72,314.01,33781,3.5762e+08,115.67,-117.44,0,0,312.85,31
25.3188998,92.0653304,3.71,314.01,33710,3.5766e+08,115.67,-117.44,0,0,311.69,31
25.3184452,92.0648372,3.7,314,33639,3.5815e+08,115.67,-117.44,0,0,310.54,31
25.3179906,92.0643439,3.69,314,33569,3.5816e+08,115.67,-117.44,0,0,309.38,31
25.3179874,92.0638472,3.6829,311,33519,3.5819e+08,115.67,-117.44,0,0,308.56,31
25.3179843,92.0633505,3.6759,305.01,33469,3.591e+08,115.67,-117.44,0,0,307.74,31
25.3179811,92.0628538,3.6688,305,33419,3.591e+08,115.67,-117.44,0,0,306.93,31
25.3179779,92.0623571,3.6617,301.03,33369,3.5911e+08,115.67,-117.44,0,0,306.11,31
25.3175233,92.0618639,3.6518,301.03,33298,3.5926e+08,115.67,-117.44,0,0,304.95,31
25.3179716,92.0613637,3.6418,301.02,33227,3.5978e+08,115.67,-117.44,0,0,303.8,31
25.317517,92.0608704,3.6318,301.02,33157,3.598e+08,115.67,-117.44,0,0,302.64,31
25.3175138,92.0603737,3.6247,301.01,33107,3.5985e+08,115.67,-117.44,0,0,301.83,31
25.3170592,92.0598805,3.6147,301.01,33036,3.5988e+08,115.67,-117.44,0,0,300.67,31
25.3166045,92.0593873,3.6048,301.01,32965,3.5998e+08,115.67,-117.44,0,0,299.52,31
25.3161499,92.0588941,3.5948,301,32894,3.6003e+08,115.67,-117.44,0,0,298.36,31
25.3156952,92.0584009,3.5848,301,32824,3.6005e+08,90.449,-28.91,0,0,295.33,32
25.3152438,92.0584043,3.5777,297,32774,3.6006e+08,90.449,-28.91,0,0,294.69,32
25.3147891,92.0579111,3.5678,294,32703,3.6008e+08,90.449,-28.91,0,0,293.79,32
25.3143345,92.0574179,3.5578,288.04,32632,3.6039e+08,90.449,-28.91,0,0,292.89,32
25.3138798,92.0569247,3.5478,288.04,32562,3.621e+08,90.449,-28.91,0,0,291.99,32
25.3138766,92.056428,3.5408,288.04,32512,3.6212e+08,90.449,-28.91,0,0,291.35,32
25.3138735,92.0559313,3.5337,288.03,32462,3.6216e+08,90.449,-28.91,0,0,290.71,32
25.3138703,92.0554347,3.5267,288.03,32412,3.6246e+08,90.449,-28.91,0,0,290.08,32
25.3138671,92.054938,3.5197,288.02,32362,3.6259e+08,90.449,-28.91,0,0,289.44,32
25.3143154,92.0544378,3.5097,288.02,32291,3.626e+08,90.449,-28.91,0,0,288.54,32
25.3147637,92.0539376,3.4998,288.01,32220,3.6261e+08,90.449,-28.91,0,0,287.64,32
25.3152151,92.053934,3.4927,288.01,32170,3.6294e+08,90.449,-28.91,0,0,287,32
25.3156634,92.0534338,3.4828,288.01,32099,3.6303e+08,90.449,-28.91,0,0,286.1,32
25.3161149,92.0534303,3.4757,288,32049,3.6306e+08,90.449,-28.91,0,0,285.47,32
25.3165696,92.0539235,3.4658,285.01,31979,3.6309e+08,90.449,-28.91,0,0,284.57,32
25.317021,92.05392,3.4588,285,31929,3.631e+08,90.449,-28.91,0,0,283.93,32
25.3174725,92.0539165,3.4517,281.02,31879,3.6316e+08,90.449,-28.91,0,0,283.3,32
25.317924,92.053913,3.4447,281.02,31829,3.6316e+08,90.449,-28.91,0,0,282.66,32
25.3183786,92.0544062,3.4348,281.02,31758,3.6319e+08,90.449,-28.91,0,0,281.76,32
25.3188269,92.053906,3.4248,281.01,31687,3.6321e+08,90.449,-28.91,0,0,280.86,32
25.3192784,92.0539025,3.4178,281.01,31637,3.6324e+08,90.449,-28.91,0,0,280.23,32
25.3197267,92.0534023,3.4079,281,31567,3.6333e+08,90.449,-28.91,0,0,279.33,32
25.320175,92.052902,3.3979,281,31496,3.6334e+08,30.429,141.78,0,0,245.17,33
25.3206264,92.0528985,3.3909,256,31446,3.6334e+08,30.429,141.78,0,0,244.96,33
25.3210779,92.052895,3.3839,243,31396,3.6335e+08,30.429,141.78,0,0,244.74,33
25.3215294,92.0528915,3.3768,241.09,31346,3.6357e+08,30.429,141.78,0,0,244.53,33
25.3219777,92.0523913,3.3669,241.08,31275,3.6384e+08,30.429,141.78,0,0,244.23,33
25.321523,92.051898,3.357,241.08,31204,3.6388e+08,30.429,141.78,0,0,243.93,33
25.3219713,92.0513978,3.347,241.08,31134,3.639e+08,30.429,141.78,0,0,243.62,33
25.3215166,92.0509046,3.3371,241.07,31063,3.6394e+08,30.429,141.78,0,0,243.32,33
25.3219649,92.0504043,3.3272,241.07,30992,3.6467e+08,30.429,141.78,0,0,243.02,33
25.3215102,92.0499111,3.3173,241.07,30922,3.6471e+08,30.429,141.78,0,0,242.72,33
25.3219585,92.0494109,3.3073,241.06,30851,3.6472e+08,30.429,141.78,0,0,242.41,33
25.3215038,92.0489177,3.2974,241.06,30780,3.6476e+08,30.429,141.78,0,0,242.11,33
25.3215006,92.048421,3.2904,241.05,30730,3.6482e+08,30.429,141.78,0,0,241.9,33
25.3214974,92.0479242,3.2834,241.05,30680,3.6484e+08,30.429,141.78,0,0,241.69,33
25.3214942,92.0474275,3.2764,241.04,30630,3.649e+08,30.429,141.78,0,0,241.47,33
25.321491,92.0469308,3.2693,241.04,30580,3.649e+08,30.429,141.78,0,0,241.26,33
25.3219392,92.0464305,3.2594,241.03,30509,3.65e+08,30.429,141.78,0,0,240.96,33
25.3214845,92.0459373,3.2495,241.03,30439,3.6502e+08,30.429,141.78,0,0,240.66,33
25.3210298,92.0454442,3.2396,241.03,30368,3.6508e+08,30.429,141.78,0,0,240.35,33
25.3205751,92.044951,3.2297,241.02,30297,3.6515e+08,30.429,141.78,0,0,240.05,33
25.3201205,92.0444578,3.2198,241.02,30227,3.6522e+08,30.429,141.78,0,0,239.75,33
25.3196658,92.0439646,3.2098,241.02,30156,3.6528e+08,30.429,141.78,0,0,239.45,33
25.3192111,92.0434715,3.1999,241.01,30085,3.6531e+08,30.429,141.78,0,0,239.15,33
25.3187564,92.0429783,3.19,241.01,30014,3.6557e+08,30.429,141.78,0,0,238.84,33
25.3187531,92.0424816,3.183,241.01,29964,3.6588e+08,30.429,141.78,0,0,238.63,33
25.3187499,92.0419849,3.176,241,29914,3.6593e+08,30.429,141.78,0,0,238.42,33
25.3187467,92.0414882,3.169,238.01,29864,3.6595e+08,30.429,141.78,0,0,238.21,33
25.3187435,92.0409915,3.162,238,29814,3.6596e+08,30.429,141.78,0,0,237.99,33
25.3182888,92.0404983,3.1521,238,29744,3.6602e+08,30.429,141.78,0,0,237.69,33
25.3182855,92.0400016,3.1451,235,29694,3.6602e+08,30.429,141.78,0,0,237.48,33
25.3182823,92.0395049,3.1381,222,29644,3.6605e+08,30.957,119,0,0,216.15,34
25.318279,92.0390082,3.1311,216.02,29594,3.6606e+08,30.957,119,0,0,215.93,34
25.3182758,92.0385115,3.1241,216.01,29544,3.8829e+08,30.957,119,0,0,215.71,34
25.3182726,92.0380147,3.1172,216.01,29494,3.883e+08,30.957,119,0,0,215.5,34
25.3182693,92.037518,3.1104,216,29444,3.883e+08,30.957,119,0,0,215.29,34
25.3178146,92.0370249,3.1008,216,29373,3.8834e+08,30.957,119,0,0,214.99,34
25.3178114,92.0365282,3.094,213.04,29323,3.8838e+08,30.957,119,0,0,214.78,34
25.3173566,92.0360351,3.0843,213.04,29252,3.8845e+08,30.957,119,0,0,214.48,34
25.3169019,92.0355419,3.0747,213.04,29182,3.8848e+08,30.957,119,0,0,214.18,34
25.3164472,92.0350488,3.065,213.03,29111,3.8853e+08,30.957,119,0,0,213.89,34
25.315999,92.0355491,3.0554,213.03,29040,3.8856e+08,30.957,119,0,0,213.59,34
25.3155443,92.035056,3.0457,213.03,28970,3.886e+08,30.957,119,0,0,213.29,34
25.3150895,92.0345628,3.0361,213.02,28899,3.8959e+08,30.957,119,0,0,212.99,34
25.3146348,92.0340697,3.0265,213.02,28828,3.8972e+08,30.957,119,0,0,212.69,34
25.3146316,92.033573,3.0196,213.01,28778,3.8972e+08,30.957,119,0,0,212.48,34
25.3146283,92.0330763,3.0128,213.01,28728,3.8974e+08,30.957,119,0,0,212.27,34
25.3141736,92.0325832,3.0032,213.01,28657,3.9101e+08,65.726,10.831,0,0,208.22,35
25.3141703,92.0320865,2.9964,213,28607,3.9102e+08,65.726,10.831,0,0,207.77,35
25.314167,92.0315898,2.9896,212,28557,3.9108e+08,65.726,10.831,0,0,207.33,35
25.3141638,92.0310932,2.9828,212,28507,3.9109e+08,65.726,10.831,0,0,206.88,35
25.313709,92.0306001,2.9732,204.01,28437,3.912e+08,65.726,10.831,0,0,206.25,35
25.3137058,92.0301034,2.9664,204.01,28387,3.9124e+08,65.726,10.831,0,0,205.8,35
25.3137025,92.0296067,2.9596,204,28337,3.9214e+08,65.726,10.831,0,0,205.36,35
25.3132478,92.0291136,2.95,204,28266,3.9215e+08,65.726,10.831,0,0,204.72,35
25.3132445,92.0286169,2.9432,195.11,28216,3.9219e+08,65.726,10.831,0,0,204.28,35
25.3132412,92.0281202,2.9364,195.1,28166,3.922e+08,65.726,10.831,0,0,203.83,35
25.3132379,92.0276235,2.9296,195.1,28116,3.9258e+08,65.726,10.831,0,0,203.38,35
25.3127832,92.0271304,2.92,195.1,28045,3.9265e+08,65.726,10.831,0,0,202.75,35
25.3127799,92.0266338,2.9132,195.09,27995,3.9266e+08,65.726,10.831,0,0,202.31,35
25.3123252,92.0261407,2.9036,195.09,27925,3.9269e+08,65.726,10.831,0,0,201.68,35
25.3118704,92.0256476,2.894,195.08,27854,3.94e+08,65.726,10.831,0,0,201.05,35
25.3118671,92.0251509,2.8873,195.08,27804,3.94e+08,65.726,10.831,0,0,200.6,35
25.3114124,92.0246579,2.8777,195.07,27733,3.9407e+08,65.726,10.831,0,0,199.97,35
25.3114091,92.0241612,2.8709,195.07,27683,3.9408e+08,65.726,10.831,0,0,199.53,35
25.3109543,92.0236681,2.8613,195.07,27612,3.9412e+08,65.726,10.831,0,0,198.9,35
25.3104996,92.0231751,2.8517,195.06,27542,3.9422e+08,65.726,10.831,0,0,198.27,35
25.3109477,92.0226748,2.8422,195.06,27471,3.955e+08,65.726,10.831,0,0,197.64,35
25.310493,92.0221817,2.8326,195.06,27400,3.9551e+08,65.726,10.831,0,0,197.01,35
25.3100382,92.0216887,2.823,195.05,27330,3.9586e+08,65.726,10.831,0,0,196.38,35
25.3104864,92.0211884,2.8135,195.05,27259,3.9589e+08,65.726,10.831,0,0,195.75,35
25.3100316,92.0206953,2.8039,195.04,27188,3.9591e+08,65.726,10.831,0,0,195.12,35
25.3100283,92.0201986,2.7971,195.04,27138,3.9591e+08,65.726,10.831,0,0,194.68,35
25.3095736,92.0197056,2.7876,195.04,27067,3.9634e+08,65.726,10.831,0,0,194.05,35
25.3091188,92.0192126,2.778,195.03,26997,3.9639e+08,65.726,10.831,0,0,193.42,35
25.308664,92.0187195,2.7685,195.03,26926,3.9645e+08,65.726,10.831,0,0,192.79,35
25.3082092,92.0182265,2.7589,195.03,26855,3.9648e+08,65.726,10.831,0,0,192.16,35
